Billionaire_ID,Rank,Name,Net Worth,Age,Country,Source,Net_Worth_B,Industry_id
733,497,Mark Walter,$5.3 B,62,United States,"Finance, asset management",5.3,4
734,511,Alexandre Behring,$5.2 B,56,Brazil,Investments,5.2,4
735,523,Rekha Jhunjhunwala,$5.1 B,59,India,Investments,5.1,4
736,523,Charles B. Johnson,$5.1 B,90,United States,Franklin Templeton,5.1,4
737,523,Sami Mnaymneh,$5.1 B,61,United States,Private equity,5.1,4
738,523,Tony Tamer,$5.1 B,65,United States,Private equity,5.1,4
739,534,Ron Baron,$5 B,79,United States,Money management,5.0,4
740,534,Alexander Gerko,$5 B,43,United Kingdom,Trading,5.0,4
741,552,Jonathan Gray,$4.9 B,53,United States,Investments,4.9,4
742,552,Bidzina Ivanishvili,$4.9 B,67,Georgia,Investments,4.9,4
743,567,Yu Yong,$4.8 B,62,China,Mining,4.8,4
744,580,Andre Esteves,$4.7 B,54,Brazil,Banking,4.7,4
745,591,"Andre Koo, Sr.",$4.6 B,55,Taiwan,Financial services,4.6,4
746,591,Barry Sternlicht,$4.6 B,62,United States,Private equity,4.6,4
747,611,Marc Rowan,$4.5 B,60,United States,Private equity,4.5,4
748,611,David Velez & family,$4.5 B,41,Colombia,Fintech,4.5,4
749,624,Joe Mansueto,$4.4 B,66,United States,Investment research,4.4,4
750,636,Behdad Eghbali,$4.3 B,46,United States,Private equity,4.3,4
751,636,Juan Carlos Escotet,$4.3 B,63,Venezuela,Banking,4.3,4
752,636,Jose E. Feliciano,$4.3 B,49,United States,Private equity,4.3,4
753,636,Timur Kulibaev,$4.3 B,56,Kazakhstan,Banking,4.3,4
754,636,Dinara Kulibaeva,$4.3 B,55,Kazakhstan,Banking,4.3,4
755,636,Daniel Tsai,$4.3 B,66,Taiwan,Finance,4.3,4
756,636,Richard Tsai,$4.3 B,65,Taiwan,Finance,4.3,4
757,636,Herbert Wertheim,$4.3 B,83,United States,Investments,4.3,4
758,659,Pyotr Aven,$4.2 B,68,Russia,"Oil, banking, telecom",4.2,4
759,659,Thomas Hagen,$4.2 B,87,United States,Insurance,4.2,4
760,659,"Rupert Johnson, Jr.",$4.2 B,82,United States,Franklin Templeton,4.2,4
761,659,Marc Ladreit de Lacharriere,$4.2 B,82,France,Finance,4.2,4
762,659,Lin Li,$4.2 B,59,China,Investments,4.2,4
763,659,Peter Thiel,$4.2 B,55,United States,"Facebook, investments",4.2,4
764,679,Walther Moreira Salles Junior,$4.1 B,66,Brazil,"Banking, minerals",4.1,4
765,699,"Bernard Saul, II.",$4 B,90,United States,"Banking, real estate",4.0,4
766,721,Vanich Chaiyawan,$3.9 B,91,Thailand,"Insurance, beverages",3.9,4
767,721,Chen Dongsheng,$3.9 B,65,China,Insurance,3.9,4
768,721,Kenneth Dart,$3.9 B,67,Belize,Investments,3.9,4
769,721,Mark Stevens,$3.9 B,63,United States,Venture capital,3.9,4
770,721,Tsai Hong-tu,$3.9 B,70,Taiwan,Finance,3.9,4
771,748,Wesley Edens,$3.8 B,61,United States,Investments,3.8,4
772,748,Stephen Feinberg,$3.8 B,63,United States,Private equity,3.8,4
773,748,Tsai Cheng-ta,$3.8 B,73,Taiwan,Finance,3.8,4
774,766,Hayes Barnard,$3.7 B,51,United States,Fintech,3.7,4
775,766,William Berkley,$3.7 B,76,United States,Insurance,3.7,4
776,766,Mikhail Lomtadze,$3.7 B,47,Georgia,Fintech,3.7,4
777,766,Daniel Och,$3.7 B,62,United States,Hedge funds,3.7,4
778,787,Leonid Boguslavsky,$3.6 B,71,Canada,Venture capital,3.6,4
779,787,Jim Coulter,$3.6 B,63,United States,Private equity,3.6,4
780,787,Jaime Gilinski Bacal,$3.6 B,65,Colombia,Banking,3.6,4
781,787,Alan Howard,$3.6 B,59,United Kingdom,Hedge funds,3.6,4
782,787,Peter Kellogg,$3.6 B,80,United States,Investments,3.6,4
783,787,Vyacheslav Kim,$3.6 B,53,Kazakhstan,Fintech,3.6,4
784,787,Josh Kushner,$3.6 B,37,United States,Venture capital,3.6,4
785,787,"Stephen Mandel, Jr.",$3.6 B,67,United States,Hedge funds,3.6,4
786,787,J.B. Pritzker,$3.6 B,58,United States,"Hotels, investments",3.6,4
787,818,Fashu Chen,$3.5 B,62,China,Investments,3.5,4
788,818,Daniel D'Aniello,$3.5 B,76,United States,Private equity,3.5,4
789,818,Walter P.J. Droege,$3.5 B,70,Germany,Investing,3.5,4
790,818,Daniel Loeb,$3.5 B,61,United States,Hedge funds,3.5,4
791,818,Ira Rennert,$3.5 B,88,United States,Investments,3.5,4
792,818,Scott Shleifer,$3.5 B,45,United States,Private equity,3.5,4
793,852,William Ackman,$3.4 B,56,United States,Hedge funds,3.4,4
794,852,Cho Jung-ho,$3.4 B,64,South Korea,Finance,3.4,4
795,852,Steven Klinsky,$3.4 B,66,United States,Investments,3.4,4
796,852,J. Joe Ricketts & family,$3.4 B,81,United States,TD Ameritrade,3.4,4
797,878,John Arnold,$3.3 B,49,United States,Hedge funds,3.3,4
798,878,Pablo Legorreta,$3.3 B,59,United States,Investments,3.3,4
799,878,Rodger Riney & family,$3.3 B,77,United States,Discount brokerage,3.3,4
800,878,Shen Neil,$3.3 B,55,Hong Kong,Venture capital,3.3,4
801,878,Stephen Smith,$3.3 B,71,Canada,Finance and investments,3.3,4
802,878,Nik Storonsky,$3.3 B,38,United Kingdom,Fintech,3.3,4
803,878,Jeffrey Talpins,$3.3 B,48,United States,Hedge fund,3.3,4
804,878,Carl Thoma,$3.3 B,74,United States,Investments,3.3,4
805,905,Ron Burkle,$3.2 B,70,United States,"Supermarkets, investments",3.2,4
806,905,Michael Hintze,$3.2 B,69,Australia,Investment,3.2,4
807,905,Hamilton James & family,$3.2 B,71,United States,Investments,3.2,4
808,905,David Rubenstein,$3.2 B,73,United States,Private equity,3.2,4
809,905,Warren Stephens,$3.2 B,66,United States,Investment banking,3.2,4
810,905,Vincent Viola,$3.2 B,67,United States,Electronic trading,3.2,4
811,949,Ryan Cohen,$3.1 B,37,Canada,Investments,3.1,4
812,949,Martin Ebner,$3.1 B,77,Switzerland,Investments,3.1,4
813,949,Jonathan Nelson,$3.1 B,66,United States,Private equity,3.1,4
814,949,Sergei Popov,$3.1 B,51,Russia,Banking,3.1,4
815,949,Penny Pritzker,$3.1 B,63,United States,"Hotels, investments",3.1,4
816,949,Timur Turlov,$3.1 B,35,Kazakhstan,Stock brokerage,3.1,4
817,982,"William Conway, Jr.",$3 B,73,United States,Private equity,3.0,4
818,982,Stephen Deckoff,$3 B,57,United States,Private equity,3.0,4
819,982,John Paulson,$3 B,67,United States,Hedge funds,3.0,4
820,982,Lei Zhang,$3 B,50,China,Investments,3.0,4
821,1027,Sebastian Piñera & family,$2.9 B,73,Chile,Investments,2.9,4
822,1027,Karthik Sarma,$2.9 B,48,India,Hedge fund,2.9,4
823,1027,Daniel Sundheim,$2.9 B,46,United States,Hedge funds,2.9,4
824,1104,Jose Joao Abdalla Filho,$2.7 B,77,Brazil,Investments,2.7,4
825,1104,Juan Abello,$2.7 B,81,Spain,Investments,2.7,4
826,1104,Harindarpal Banga,$2.7 B,72,India,Commodities,2.7,4
827,1104,Glenn Dubin,$2.7 B,65,United States,Hedge funds,2.7,4
828,1104,Bruce Flatt,$2.7 B,57,Canada,Money management,2.7,4
829,1104,Nithin Kamath,$2.7 B,43,India,Financial services,2.7,4
830,1104,Yuri Kovalchuk & family,$2.7 B,71,Russia,"Banking, insurance, media",2.7,4
831,1164,Felix Baker,$2.6 B,54,United States,Biotech investing,2.6,4
832,1164,Julian Baker,$2.6 B,56,United States,Investing,2.6,4
833,1164,Richard Chandler,$2.6 B,64,New Zealand,Investments,2.6,4
834,1164,Stewart Horejsi & family,$2.6 B,85,United States,Berkshire Hathaway,2.6,4
835,1164,Alicia Koplowitz,$2.6 B,69,Spain,"Construction, investments",2.6,4
836,1164,Henry Laufer,$2.6 B,77,United States,Hedge funds,2.6,4
837,1164,Peter Lim,$2.6 B,69,Singapore,Investments,2.6,4
838,1164,Hans Melchers,$2.6 B,84,Netherlands,"Chemicals, investments",2.6,4
839,1164,James Packer,$2.6 B,55,Australia,Investments,2.6,4
840,1164,Nicholas Pritzker,$2.6 B,79,United States,"Hotels, investments",2.6,4
841,1217,Leon G. Cooperman,$2.5 B,79,United States,Hedge funds,2.5,4
842,1217,Joseph Edelman,$2.5 B,67,United States,Hedge funds,2.5,4
843,1217,Alec Gores,$2.5 B,70,United States,Private equity,2.5,4
844,1217,J. Tomilson Hill,$2.5 B,74,United States,Investments,2.5,4
845,1217,John Pritzker,$2.5 B,69,United States,"Hotels, investments",2.5,4
846,1217,Byron Trott,$2.5 B,64,United States,Investments,2.5,4
847,1272,Marcel Erni,$2.4 B,58,Switzerland,Private equity,2.4,4
848,1272,Gerald Ford,$2.4 B,78,United States,Banking,2.4,4
849,1272,Alfred Gantner,$2.4 B,55,Switzerland,Private equity,2.4,4
850,1272,Peter Hargreaves,$2.4 B,76,United Kingdom,Financial services,2.4,4
851,1272,Jed McCaleb,$2.4 B,48,United States,Cryptocurrency,2.4,4
852,1272,Daniel Pritzker,$2.4 B,63,United States,"Hotels, investments",2.4,4
853,1272,Matthias Reinhart,$2.4 B,63,Switzerland,Financial services,2.4,4
854,1272,Urs Wietlisbach,$2.4 B,61,Switzerland,Private equity,2.4,4
855,1312,John Armitage,$2.3 B,63,Ireland,Hedge funds,2.3,4
856,1312,Samuel Chen,$2.3 B,73,Taiwan,Investments,2.3,4
857,1312,Justin Ishbia,$2.3 B,45,United States,Private equity,2.3,4
858,1312,Bruce Karsh,$2.3 B,67,United States,Private equity,2.3,4
859,1312,Stephen Lansdown,$2.3 B,70,Guernsey,Financial services,2.3,4
860,1312,Hua Li,$2.3 B,45,China,Financial services,2.3,4
861,1312,Lirio Parisotto,$2.3 B,69,Brazil,Investments,2.3,4
862,1312,Stephan Schmidheiny,$2.3 B,75,Switzerland,Investments,2.3,4
863,1312,T.Y. Tsai,$2.3 B,70,Taiwan,Finance,2.3,4
864,1312,Georg von Opel,$2.3 B,56,Switzerland,"Real estate, investments",2.3,4
865,1368,Brian Armstrong,$2.2 B,40,United States,Cryptocurrency,2.2,4
866,1368,J. Hyatt Brown,$2.2 B,85,United States,Insurance,2.2,4
867,1368,Chen Jinxia,$2.2 B,55,China,Investments,2.2,4
868,1368,Dermot Desmond,$2.2 B,72,Ireland,Finance,2.2,4
869,1368,Noam Gottesman,$2.2 B,61,United States,Hedge funds,2.2,4
870,1368,Jeffrey Gundlach,$2.2 B,64,United States,Investments,2.2,4
871,1368,Thomas James,$2.2 B,80,United States,Finance,2.2,4
872,1368,Chris Larsen,$2.2 B,62,United States,Cryptocurrency,2.2,4
873,1368,Howard Marks,$2.2 B,76,United States,Private equity,2.2,4
874,1368,Charles Munger,$2.2 B,99,United States,Berkshire Hathaway,2.2,4
875,1368,Henry Swieca,$2.2 B,65,United States,Hedge funds,2.2,4
876,1368,Oren Zeev,$2.2 B,58,Israel,Investments,2.2,4
877,1434,Marc Lasry,$2.1 B,62,United States,Hedge funds,2.1,4
878,1434,Christian Latouche & family,$2.1 B,82,France,Accounting services,2.1,4
879,1434,Alexander Nesis,$2.1 B,60,Russia,"Metals, banking, fertilizers",2.1,4
880,1434,Thaksin Shinawatra,$2.1 B,73,Thailand,Investments,2.1,4
881,1434,Alexander Svetakov,$2.1 B,55,Russia,Real estate,2.1,4
882,1516,Michael Ashcroft,$2 B,77,United Kingdom,Security,2.0,4
883,1516,Rajiv Jain,$2 B,55,United States,Finance,2.0,4
884,1516,Alexander Mamut,$2 B,63,Russia,Investments,2.0,4
885,1516,Oei Hong Leong,$2 B,75,Singapore,Investments,2.0,4
886,1516,T. Denny Sanford,$2 B,87,United States,"Banking, credit cards",2.0,4
887,1516,Wichai Thongtang,$2 B,76,Thailand,Investments,2.0,4
888,1516,Ion Tiriac,$2 B,83,Romania,"Banking, insurance",2.0,4
889,1575,Julio Bozano,$1.9 B,87,Brazil,Banking,1.9,4
890,1575,James Dinan,$1.9 B,63,United States,Hedge funds,1.9,4
891,1575,Roberto Herna&#769;ndez Ramirez,$1.9 B,81,Mexico,"Banking, investments",1.9,4
892,1575,Scott Kapnick,$1.9 B,64,United States,Private equity,1.9,4
893,1575,Richard Kayne,$1.9 B,77,United States,Investments,1.9,4
894,1575,Dominika Kulczyk,$1.9 B,45,Poland,Diversified,1.9,4
895,1575,Edward Lampert,$1.9 B,60,United States,Sears,1.9,4
896,1575,Jennifer Pritzker,$1.9 B,72,United States,"Hotels, investments",1.9,4
897,1575,Larry Robbins,$1.9 B,53,United States,Hedge funds,1.9,4
898,1575,Peter Sondakh,$1.9 B,73,Indonesia,Investments,1.9,4
899,1575,Gavril Yushvaev & family,$1.9 B,65,Russia,"Precious metals, real estate",1.9,4
900,1647,O. Francis Biondi,$1.8 B,58,United States,Hedge funds,1.8,4
901,1647,Mark Coombs,$1.8 B,62,United Kingdom,Finance,1.8,4
902,1647,Jayme Garfinkel & family,$1.8 B,77,Brazil,Insurance,1.8,4
903,1647,Brian Higgins,$1.8 B,58,United States,Hedge funds,1.8,4
904,1647,Ezra Nahmad,$1.8 B,77,Monaco,Art,1.8,4
905,1647,Ronald Perelman,$1.8 B,80,United States,Leveraged buyouts,1.8,4
906,1647,Riaz Valani,$1.8 B,46,United States,E-cigarettes,1.8,4
907,1647,Thomas Wu,$1.8 B,72,Taiwan,Finance,1.8,4
908,1725,Marc Andreessen,$1.7 B,51,United States,Venture capital investing,1.7,4
909,1725,David Booth,$1.7 B,77,United States,Mutual funds,1.7,4
910,1725,Marek Dospiva,$1.7 B,53,Czech Republic,Investments,1.7,4
911,1725,John Elkann,$1.7 B,47,Italy,"FIAT, investments",1.7,4
912,1725,Mario Gabelli,$1.7 B,81,United States,Money management,1.7,4
913,1725,Rolf Gerling,$1.7 B,68,Germany,Insurance,1.7,4
914,1725,Jay Hennick,$1.7 B,66,Canada,Real estate finance,1.7,4
915,1725,Hal Jackman,$1.7 B,90,Canada,"Insurance, investments",1.7,4
916,1725,Duncan MacMillan,$1.7 B,85,United States,Bloomberg LP,1.7,4
917,1804,"Herbert Allen, Jr. & family",$1.6 B,83,United States,Investment banking,1.6,4
918,1804,Clifford Asness,$1.6 B,56,United States,Money management,1.6,4
919,1804,Louis Bacon,$1.6 B,66,United States,Hedge funds,1.6,4
920,1804,Jack Cockwell,$1.6 B,82,Canada,"Real estate, private equity",1.6,4
921,1804,Tench Coxe,$1.6 B,65,United States,Venture capital,1.6,4
922,1804,Jamie Dimon,$1.6 B,67,United States,Banking,1.6,4
923,1804,Alfredo Egydio Arruda Villela Filho,$1.6 B,53,Brazil,Banking,1.6,4
924,1804,"William Foley, II.",$1.6 B,78,United States,Financial services,1.6,4
925,1804,Bill Gross,$1.6 B,78,United States,Investments,1.6,4
926,1804,Sue Gross,$1.6 B,73,United States,Investments,1.6,4
927,1804,Liora Ofer,$1.6 B,69,Israel,Investments,1.6,4
928,1804,Andreas Pohl,$1.6 B,58,Germany,Mutual funds,1.6,4
929,1804,"Reinfried Pohl, Jr.",$1.6 B,63,Germany,Mutual funds,1.6,4
930,1905,Ana Lucia de Mattos Barretto Villela,$1.5 B,49,Brazil,Banking,1.5,4
931,1905,Egon Durban,$1.5 B,49,United States,Private equity,1.5,4
932,1905,Kenneth Hao,$1.5 B,54,United States,Private equity,1.5,4
933,1905,Jaroslav Hascak & family,$1.5 B,53,Slovakia,Investments,1.5,4
934,1905,Ho Hung Anh,$1.5 B,52,Vietnam,"Consumer products, banking",1.5,4
935,1905,Stephen Jarislowsky,$1.5 B,97,Canada,Money management,1.5,4
936,1905,Greg Mondre,$1.5 B,48,United States,Private equity,1.5,4
937,1905,Anne Marie See Pastor,$1.5 B,65,Peru,Finance,1.5,4
938,1905,George Pastor,$1.5 B,65,Peru,Finance,1.5,4
939,1905,Nelson Peltz,$1.5 B,80,United States,Investments,1.5,4
940,1905,Carlos Rodriguez-Pastor,$1.5 B,63,Peru,Finance,1.5,4
941,1905,Christopher Rokos,$1.5 B,52,United Kingdom,Hedge fund,1.5,4
942,1905,Leonid Simanovsky,$1.5 B,73,Russia,Investments,1.5,4
943,1905,Thomas Steyer,$1.5 B,65,United States,Hedge funds,1.5,4
944,2020,Alberto Alcocer,$1.4 B,80,Spain,Investments,1.4,4
945,2020,Sasson Dayan & family,$1.4 B,83,Brazil,Banking,1.4,4
946,2020,J. Christopher Flowers,$1.4 B,65,United States,Investments,1.4,4
947,2020,Alfredo Harp Helu & family,$1.4 B,79,Mexico,"Banking, investments",1.4,4
948,2020,Hemendra Kothari,$1.4 B,76,India,Financial services,1.4,4
949,2020,Sebastian Kulczyk,$1.4 B,42,Poland,Diversified,1.4,4
950,2020,Michael Lee-Chin,$1.4 B,72,Canada,Mutual funds,1.4,4
951,2020,Niti Osathanugrah,$1.4 B,49,Thailand,"Energy drinks,investments",1.4,4
952,2020,Gretel Packer,$1.4 B,57,Australia,Investments,1.4,4
953,2020,Wilma Tisch,$1.4 B,95,United States,Diversified,1.4,4
954,2020,"Alfred West, Jr.",$1.4 B,80,United States,Money management,1.4,4
955,2133,Roman Avdeev,$1.3 B,55,Russia,"Banking, development",1.3,4
956,2133,Othman Benjelloun & family,$1.3 B,90,Morocco,"Banking, insurance",1.3,4
957,2133,Alberto Cortina,$1.3 B,77,Spain,Investments,1.3,4
958,2133,Annalisa Doris,$1.3 B,52,Italy,Financial services,1.3,4
959,2133,Massimo Doris,$1.3 B,55,Italy,Financial services,1.3,4
960,2133,Philip Fayer,$1.3 B,45,Canada,Online payments,1.3,4
961,2133,Joel Greenberg,$1.3 B,65,United States,"Trading, investments",1.3,4
962,2133,He Zhiping,$1.3 B,59,China,Investments,1.3,4
963,2133,Lillyn Teh Li Hua,$1.3 B,65,Malaysia,Finance,1.3,4
964,2133,Gregg Hymowitz,$1.3 B,57,United States,Asset management,1.3,4
965,2133,Conni Jonsson,$1.3 B,62,Sweden,Asset management,1.3,4
966,2133,George Joseph,$1.3 B,101,United States,Insurance,1.3,4
967,2133,Seth Klarman,$1.3 B,65,United States,Investments,1.3,4
968,2133,Kristo Käärmann,$1.3 B,42,Estonia,"Payments, banking",1.3,4
969,2133,Carsten Maschmeyer,$1.3 B,63,Germany,Finance services,1.3,4
970,2133,Lillian Teh Li Ming,$1.3 B,65,Malaysia,Banking,1.3,4
971,2133,Jahm Najafi,$1.3 B,60,United States,Investments,1.3,4
972,2133,Randal Nardone,$1.3 B,67,United States,"Investments, energy",1.3,4
973,2133,William Teh Lee Pang,$1.3 B,65,Malaysia,Banking,1.3,4
974,2133,Diana Teh Li Shing,$1.3 B,65,Malaysia,Banking,1.3,4
975,2259,Sanjay Agarwal,$1.2 B,52,India,Banking,1.2,4
976,2259,Hamad bin Jassim bin Jaber Al Thani,$1.2 B,63,Qatar,Investments,1.2,4
977,2259,Michael Arougheti,$1.2 B,50,United States,Finance,1.2,4
978,2259,Thomas Bailey,$1.2 B,86,United States,Money management,1.2,4
979,2259,Lawrence Golub,$1.2 B,63,United States,Private equity,1.2,4
980,2259,Michael Heine,$1.2 B,73,Australia,Financial services,1.2,4
981,2259,David Kaplan,$1.2 B,55,United States,Finance,1.2,4
982,2259,Scott Nuttall,$1.2 B,50,United States,Private equity,1.2,4
983,2259,Andrei Rappoport,$1.2 B,59,Russia,Investments,1.2,4
984,2259,Bennett Rosenthal,$1.2 B,59,United States,Finance,1.2,4
985,2259,Thomas Sandell,$1.2 B,62,Sweden,Hedge funds,1.2,4
986,2259,Gerald Schwartz,$1.2 B,81,Canada,Finance,1.2,4
987,2259,Michael Steinhardt,$1.2 B,82,United States,Hedge funds,1.2,4
988,2259,Lina Tombolato,$1.2 B,75,Italy,Financial services,1.2,4
989,2259,Ruben Vardanyan & family,$1.2 B,54,Armenia,Investment banking,1.2,4
990,2259,Thomas von Koch,$1.2 B,57,Sweden,Asset management,1.2,4
991,2259,Cameron Winklevoss,$1.2 B,41,United States,Cryptocurrency,1.2,4
992,2259,Tyler Winklevoss,$1.2 B,41,United States,Cryptocurrency,1.2,4
993,2259,Eugene Wu,$1.2 B,77,Taiwan,Finance,1.2,4
994,2405,Joseph Bae,$1.1 B,51,United States,Private equity,1.1,4
995,2405,Lloyd Blankfein,$1.1 B,68,United States,Banking,1.1,4
996,2405,Shlomo Eliahu,$1.1 B,87,Israel,Insurance,1.1,4
997,2405,Henry Engelhardt,$1.1 B,65,United States,Insurance,1.1,4
998,2405,David Golub,$1.1 B,60,United States,Private equity,1.1,4
999,2405,Christian Herz,$1.1 B,65,Germany,Coffee,1.1,4
1000,2405,Michaela Herz,$1.1 B,65,Germany,Coffee,1.1,4
1001,2405,Chatchai Kaewbootta,$1.1 B,71,Thailand,Auto loans,1.1,4
1002,2405,Nikhil Kamath,$1.1 B,36,India,Financial services,1.1,4
1003,2405,Jonas Kamprad,$1.1 B,57,Sweden,IKEA,1.1,4
1004,2405,Mathias Kamprad,$1.1 B,53,Sweden,IKEA,1.1,4
1005,2405,Peter Kamprad,$1.1 B,59,Sweden,IKEA,1.1,4
1006,2405,Nancy Lerner,$1.1 B,62,United States,"Banking, credit cards",1.1,4
1007,2405,Norma Lerner,$1.1 B,87,United States,Banking,1.1,4
1008,2405,Randolph Lerner,$1.1 B,61,United States,"Banking, credit cards",1.1,4
1009,2405,Matthew Roszak,$1.1 B,50,United States,Cryptocurrency,1.1,4
1010,2405,Rajesh Sharma,$1.1 B,53,India,Finance,1.1,4
1011,2405,Michael Spencer,$1.1 B,67,United Kingdom,Stock exchange,1.1,4
1012,2405,Joseph Steinberg,$1.1 B,79,United States,Investments,1.1,4
1013,2540,Christian Angermayer,$1 B,44,Germany,Investments,1.0,4
1014,2540,Edouard Carmignac,$1 B,75,France,Asset management,1.0,4
1015,2540,Pollyanna Chu,$1 B,64,Hong Kong,"Financial services, property",1.0,4
1016,2540,Sven Hagströmer,$1 B,79,Sweden,Financial services,1.0,4
1017,2540,Hedda im Brahm-Droege,$1 B,68,Germany,Investments,1.0,4
1018,2540,Marcelo Kalim,$1 B,53,Brazil,Banking,1.0,4
1019,2540,Lev Kvetnoi,$1 B,57,Russia,Cement,1.0,4
1020,2540,Michiel Le Roux,$1 B,73,South Africa,Banking,1.0,4
1021,2540,Stanley Motta,$1 B,77,Panama,Finance,1.0,4
1022,2540,Sergei Sudarikov,$1 B,51,Russia,"Finance, development",1.0,4
1023,2540,V. Prem Watsa,$1 B,72,Canada,"Insurance, investments",1.0,4
1024,7,Michael Bloomberg,$94.5 B,81,United States,Bloomberg LP,94.5,5
1025,22,David Thomson & family,$54.4 B,65,Canada,Media,54.4,5
1026,99,Rupert Murdoch & family,$17.1 B,92,United States,"Newspapers, TV network",17.1,5
1027,164,Donald Newhouse,$10.7 B,93,United States,Media,10.7,5
1028,208,John Malone,$9.2 B,82,United States,Cable television,9.2,5
1029,242,Jim Kennedy,$8.4 B,75,United States,"Media, automotive",8.4,5
1030,242,Blair Parry-Okeden,$8.4 B,72,United States,"Media, automotive",8.4,5
1031,282,David Geffen,$7.7 B,80,United States,"Movies, record labels",7.7,5
1032,332,Dmitri Bukhman,$7 B,37,Israel,Online games,7.0,5
1033,332,Igor Bukhman,$7 B,41,Israel,Online games,7.0,5
1034,445,Clive Calder,$5.7 B,76,United Kingdom,Record label,5.7,5
1035,466,James Chambers,$5.5 B,65,United States,"Media, automotive",5.5,5
1036,466,Katharine Rayner,$5.5 B,78,United States,"Media, automotive",5.5,5
1037,466,Margaretta Taylor,$5.5 B,80,United States,"Media, automotive",5.5,5
1038,523,Kwon Hyuk-bin,$5.1 B,49,South Korea,Online games,5.1,5
1039,534,George Lucas,$5 B,78,United States,Star Wars,5.0,5
1040,580,Thomas Secunda,$4.7 B,68,United States,Bloomberg LP,4.7,5
1041,580,Tim Sweeney,$4.7 B,52,United States,Video games,4.7,5
1042,591,Mark Cuban,$4.6 B,64,United States,"Online media, Dallas Mavericks",4.6,5
1043,591,Charles Dolan & family,$4.6 B,96,United States,Cable television,4.6,5
1044,591,Forrest Li,$4.6 B,45,Singapore,Gaming,4.6,5
1045,679,Hubert Burda,$4.1 B,83,Germany,Publishing,4.1,5
1046,699,Isaac Perlmutter,$4 B,80,United States,Marvel comics,4.0,5
1047,699,Steven Spielberg,$4 B,76,United States,Movies,4.0,5
1048,748,Barry Diller,$3.8 B,81,United States,Online media,3.8,5
1049,748,Martha Ingram & family,$3.8 B,87,United States,"Book distribution, transportation",3.8,5
1050,766,Jason Jiang,$3.7 B,50,Singapore,Advertising,3.7,5
1051,852,"Amos Hostetter, Jr.",$3.4 B,86,United States,Cable television,3.4,5
1052,852,Stefan von Holtzbrinck,$3.4 B,59,Germany,Publishing,3.4,5
1053,852,Charles Zegar,$3.4 B,75,United States,Bloomberg LP,3.4,5
1054,878,Arnon Milchan,$3.3 B,78,Israel,Movie making,3.3,5
1055,905,Charles Ergen,$3.2 B,70,United States,Satellite TV,3.2,5
1056,949,Jeff T. Green,$3.1 B,46,United States,Digital advertising,3.1,5
1057,949,Friede Springer,$3.1 B,80,Germany,Publishing,3.1,5
1058,949,Yoo Jung-hyun,$3.1 B,53,South Korea,Online games,3.1,5
1059,982,Gang Ye,$3 B,42,Singapore,Gaming,3.0,5
1060,1027,Kenneth Feld & family,$2.9 B,74,United States,Live entertainment,2.9,5
1061,1027,Haim Saban,$2.9 B,78,United States,"TV network, investments",2.9,5
1062,1067,Su Hua,$2.8 B,41,China,Video streaming,2.8,5
1063,1104,Christiane Schoeller,$2.7 B,65,Germany,Publishing,2.7,5
1064,1104,Thomas Tull,$2.7 B,52,United States,"Movies, investments",2.7,5
1065,1164,David Baszucki,$2.6 B,60,United States,Online games,2.6,5
1066,1164,Yvonne Bauer,$2.6 B,46,Germany,"Magazines, media",2.6,5
1067,1217,Cheng Yixiao,$2.5 B,39,China,Video streaming app,2.5,5
1068,1217,Jay-Z,$2.5 B,53,United States,Music,2.5,5
1069,1217,Oprah Winfrey,$2.5 B,69,United States,TV shows,2.5,5
1070,1272,Koos Bekker,$2.4 B,70,South Africa,"Media, investments",2.4,5
1071,1272,Kalanithi Maran,$2.4 B,57,India,Media,2.4,5
1072,1272,Ted Turner,$2.4 B,84,United States,Cable television,2.4,5
1073,1516,Huang Qiaoling,$2 B,64,China,Amusement parks,2.0,5
1074,1516,Zygmunt Solorz-Zak,$2 B,66,Poland,TV broadcasting,2.0,5
1075,1647,John de Mol,$1.8 B,68,Netherlands,TV programs,1.8,5
1076,1647,Joao Roberto Marinho,$1.8 B,69,Brazil,Media,1.8,5
1077,1647,Jose Roberto Marinho,$1.8 B,67,Brazil,Media,1.8,5
1078,1647,Roberto Irineu Marinho,$1.8 B,75,Brazil,Media,1.8,5
1079,1647,Pierre Karl Péladeau,$1.8 B,61,Canada,Media,1.8,5
1080,1647,Krit Ratanarak,$1.8 B,76,Thailand,"Media, real estate",1.8,5
1081,1647,Todd Wagner,$1.8 B,62,United States,Online media,1.8,5
1082,1725,Bang Si-hyuk,$1.7 B,50,South Korea,Entertainment,1.7,5
1083,1725,Yasuhiro Fukushima,$1.7 B,75,Japan,Video games,1.7,5
1084,1725,Kim Jung-min,$1.7 B,21,South Korea,Online gaming,1.7,5
1085,1725,Kim Jung-youn,$1.7 B,19,South Korea,Online gaming,1.7,5
1086,1725,Brian Roberts,$1.7 B,63,United States,Comcast,1.7,5
1087,1804,Stanley Hubbard,$1.6 B,89,United States,DirecTV,1.6,5
1088,1804,Kim Jae-young,$1.6 B,65,South Korea,Online games,1.6,5
1089,1804,Wang Changtian,$1.6 B,57,China,"TV, movie production",1.6,5
1090,1804,Ning Wang & family,$1.6 B,36,China,Toys,1.6,5
1091,1905,Alan Gerry,$1.5 B,94,United States,Cable television,1.5,5
