"Rank","Name","Net Worth","Age","Country | Territory","Source","Industry"
"982","Lei Zhang","$3 B","50","China","Investments","Finance & Investments"
"982","Zhu Gongshan & family","$3 B","65","China","Solar panel materials","Manufacturing"
"1027","Isak Andic & family","$2.9 B","69","Spain","Fashion retail","Fashion & Retail"
"1027","Alberto Bombassei","$2.9 B","82","Italy","Automotive brakes","Automotive"
"1027","Cao Longxiang & family","$2.9 B","65","China","Pharmaceuticals","Healthcare"
"1027","Roy Carroll, II.","$2.9 B","60","United States","Real estate","Real Estate"
"1027","John Caudwell","$2.9 B","70","United Kingdom","Mobile phones","Telecom"
"1027","James Clark","$2.9 B","79","United States","Netscape, investments","Technology"
"1027","Jacques D'Amours","$2.9 B","66","Canada","Convenience stores","Fashion & Retail"
"1027","John Paul DeJoria","$2.9 B","78","United States","Hair products, tequila","Fashion & Retail"
"1027","Bernard Ecclestone & family","$2.9 B","92","United Kingdom","Formula One","Sports"
"1027","Michael Federmann & family","$2.9 B","79","Israel","Defense, hotels","Technology"
"1027","Kenneth Feld & family","$2.9 B","74","United States","Live entertainment","Media & Entertainment"
"1027","Gu Yuhua & family","$2.9 B","73","China","Furniture","Manufacturing"
"1027","Otto Happel","$2.9 B","75","Germany","Engineering","Construction & Engineering"
"1027","Gudrun Heine","$2.9 B","68","Germany","Medical devices","Healthcare"
"1027","Donald Horton & family","$2.9 B","73","United States","Homebuilding","Real Estate"
"1027","Zarakh Iliev","$2.9 B","56","Russia","Real estate","Real Estate"
"1027","Ipek Kirac","$2.9 B","38","Turkey","Diversified","Diversified"
"1027","Lee Seo-hyun","$2.9 B","49","South Korea","Samsung","Technology"
"1027","Li Jianquan & family","$2.9 B","66","Hong Kong","Consumer products","Healthcare"
"1027","Li Li","$2.9 B","57","China","Healthcare","Healthcare"
"1027","Li Xiaohua & family","$2.9 B","61","China","Packaging","Manufacturing"
"1027","Liu Xiaodong","$2.9 B","55","China","Flavorings","Manufacturing"
"1027","Martin Lorentzon","$2.9 B","54","Sweden","Spotify","Technology"
"1027","Ronald McAulay","$2.9 B","87","Hong Kong","Energy","Energy"
"1027","Erwin Franz Mueller","$2.9 B","90","Germany","Drugstores","Fashion & Retail"
"1027","Georg Nemetschek & family","$2.9 B","89","Germany","Software","Technology"
"1027","God Nisanov","$2.9 B","50","Russia","Real estate","Real Estate"
"1027","Vikas Oberoi","$2.9 B","52","India","Real estate","Real Estate"
"1027","Gregorio Perez Companc & family","$2.9 B","87","Argentina","Oil & gas","Energy"
"1027","Sebastian Piñera & family","$2.9 B","73","Chile","Investments","Finance & Investments"
"1027","Arvind Poddar","$2.9 B","65","India","Tires","Automotive"
"1027","Alexey Repik","$2.9 B","43","Russia","Pharmaceuticals","Healthcare"
"1027","Haim Saban","$2.9 B","78","United States","TV network, investments","Media & Entertainment"
"1027","Rodney Sacks","$2.9 B","73","United States","Energy drinks","Food & Beverage"
"1027","Karthik Sarma","$2.9 B","48","India","Hedge fund","Finance & Investments"
"1027","Sybill Storz","$2.9 B","85","Germany","Medical devices","Healthcare"
"1027","Daniel Sundheim","$2.9 B","46","United States","Hedge funds","Finance & Investments"
"1027","William Wrigley, Jr.","$2.9 B","59","United States","Chewing gum","Food & Beverage"
"1027","Zhang Wenzhong","$2.9 B","61","China","Supermarkets","Fashion & Retail"
"1027","Zhou Jianping","$2.9 B","62","China","Fashion retail","Fashion & Retail"
"1067","Joy Alukkas","$2.8 B","66","India","Jewelry","Fashion & Retail"
"1067","Kang An","$2.8 B","74","China","Pharmaceuticals","Healthcare"
"1067","Garrett Camp","$2.8 B","44","Canada","Uber","Technology"
"1067","Chen Lip Keong","$2.8 B","75","Malaysia","Casinos, property, energy","Gambling & Casinos"
"1067","Choo Chong Ngen","$2.8 B","69","Singapore","Hotels","Real Estate"
"1067","Euisun Chung","$2.8 B","52","South Korea","Hyundai","Automotive"
"1067","Smita Crishna-Godrej","$2.8 B","72","India","Consumer goods","Diversified"
"1067","Eleanor Butt Crook & family","$2.8 B","90","United States","Supermarkets","Fashion & Retail"
"1067","Du Jiangtao & family","$2.8 B","53","China","Chemicals","Manufacturing"
"1067","Lorenzo Fertitta","$2.8 B","54","United States","Casinos, mixed martial arts","Sports"
"1067","Sebastian Glaser","$2.8 B","N/A","Germany","Sensor technology","Technology"
"1067","Adi Godrej","$2.8 B","81","India","Consumer goods","Diversified"
"1067","Jamshyd Godrej","$2.8 B","74","India","Diversified","Diversified"
"1067","Lee Yeow Chor","$2.8 B","56","Malaysia","Palm oil, property","Real Estate"
"1067","Li Weiguo","$2.8 B","58","China","Construction materials","Manufacturing"
"1067","Dmitry Mazepin","$2.8 B","54","Russia","Chemicals","Manufacturing"
"1067","Drayton McLane, Jr.","$2.8 B","86","United States","Walmart, logistics","Fashion & Retail"
"1067","Najib Mikati","$2.8 B","67","Lebanon","Telecom","Telecom"
"1067","Taha Mikati","$2.8 B","78","Lebanon","Telecom","Telecom"
"1067","Akira Mori & family","$2.8 B","86","Japan","Real estate","Real Estate"
"1067","Rishad Naoroji","$2.8 B","71","India","Consumer goods","Diversified"
"1067","Philip Niarchos","$2.8 B","69","Greece","Art collection","Diversified"
"1067","Nandan Nilekani","$2.8 B","67","India","Software services","Technology"
"1067","Benjamin Otto","$2.8 B","N/A","Germany","Retail","Fashion & Retail"
"1067","Maren Otto","$2.8 B","N/A","Germany","Retail, real estate","Diversified"
"1067","Ranjan Pai","$2.8 B","50","India","Education","Service"
"1067","Madhukar Parekh","$2.8 B","76","India","Adhesives","Manufacturing"
"1067","Sean Parker","$2.8 B","43","United States","Facebook","Technology"
"1067","Stewart Rahr","$2.8 B","77","United States","Drug distribution","Healthcare"
"1067","Su Hua","$2.8 B","41","China","Video streaming","Media & Entertainment"
"1067","Sun Shoukuan","$2.8 B","73","China","Metals, coal","Manufacturing"
"1067","Tseng Cheng","$2.8 B","61","Taiwan","Petrochemicals","Manufacturing"
"1067","Tung Chee Hwa","$2.8 B","85","Hong Kong","Shipping","Logistics"
"1067","Meg Whitman","$2.8 B","66","United States","EBay","Technology"
"1067","Wong Luen Hei","$2.8 B","61","China","Building materials","Manufacturing"
"1067","Chenghai Ye & family","$2.8 B","79","Hong Kong","Pharmaceuticals","Healthcare"
"1067","Zhu Xingming","$2.8 B","56","China","Electrical equipment","Manufacturing"
"1104","Jose Joao Abdalla Filho","$2.7 B","77","Brazil","Investments","Finance & Investments"
"1104","Juan Abello","$2.7 B","81","Spain","Investments","Finance & Investments"
"1104","Suhail Bahwan","$2.7 B","84","Oman","Diversified","Diversified"
"1104","Madhur Bajaj","$2.7 B","70","India","Diversified","Diversified"
"1104","Niraj Bajaj","$2.7 B","68","India","Diversified","Diversified"
"1104","Shekhar Bajaj","$2.7 B","74","India","Diversified","Diversified"
"1104","Harindarpal Banga","$2.7 B","72","India","Commodities","Finance & Investments"
"1104","Ulrike Baro","$2.7 B","N/A","Germany","Biopharmaceuticals","Healthcare"
"1104","Anne Beaufour","$2.7 B","59","France","Pharmaceuticals","Healthcare"
"1104","Henri Beaufour","$2.7 B","57","France","Pharmaceuticals","Healthcare"
"1104","Andrei Bokarev","$2.7 B","56","Russia","Metals, mining","Manufacturing"
"1104","Jack Cowin","$2.7 B","80","Australia","Fast food","Food & Beverage"
"1104","Glenn Dubin","$2.7 B","65","United States","Hedge funds","Finance & Investments"
"1104","N. Murray Edwards","$2.7 B","63","Canada","Oil & gas","Energy"
"1104","Frank Fertitta, III.","$2.7 B","61","United States","Casinos, mixed martial arts","Sports"
"1104","Abhay Firodia","$2.7 B","78","India","Automobiles","Automotive"
"1104","Bruce Flatt","$2.7 B","57","Canada","Money management","Finance & Investments"
"1104","Miguel Fluxa Rossello","$2.7 B","84","Spain","Hotels","Service"
"1104","Robert Friedland","$2.7 B","72","United States","Mining","Metals & Mining"
"1104","Alexander Frolov","$2.7 B","58","Russia","Mining, steel","Metals & Mining"
"1104","Nadir Godrej","$2.7 B","72","India","Consumer goods","Diversified"
"1104","Maggie Hardy","$2.7 B","57","United States","Building materials","Service"
"1104","Nithin Kamath","$2.7 B","43","India","Financial services","Finance & Investments"
"1104","Samvel Karapetyan","$2.7 B","57","Russia","Real estate","Construction & Engineering"
"1104","Kei Hoi Pang","$2.7 B","57","China","Real estate","Real Estate"
"1104","Mustafa Rahmi Koc","$2.7 B","92","Turkey","Diversified","Diversified"
"1104","Yuri Kovalchuk & family","$2.7 B","71","Russia","Banking, insurance, media","Finance & Investments"
"1104","Geoffrey Kwok","$2.7 B","37","Hong Kong","Real estate","Real Estate"
"1104","Jonathan Kwok","$2.7 B","31","Hong Kong","Real Estate","Real Estate"
"1104","Hans Langer","$2.7 B","71","Germany","3D printing","Manufacturing"
"1104","Frank Laukien","$2.7 B","63","United States","Scientific equipment","Manufacturing"
"1104","Maritsa Lazari & family","$2.7 B","78","United Kingdom","Real estate","Real Estate"
"1104","Angela Leong","$2.7 B","62","Hong Kong","Casinos","Real Estate"
"1104","Li Zhongchu","$2.7 B","59","China","Software","Technology"
"1104","Liang Yunchao","$2.7 B","54","China","Nutritional supplements","Food & Beverage"
"1104","Vincent McMahon","$2.7 B","77","United States","Entertainment","Sports"
"1104","Patrice Motsepe","$2.7 B","61","South Africa","Mining","Metals & Mining"
"1104","Denis O'Brien","$2.7 B","64","Ireland","Telecom","Telecom"
"1104","Timm Oberwelland","$2.7 B","N/A","Germany","Candy","Food & Beverage"
"1104","Dan Olsson","$2.7 B","76","Sweden","Diversified","Diversified"
"1104","Yuji Otsuka","$2.7 B","69","Japan","Copy machines, software","Technology"
"1104","Pan Dong","$2.7 B","58","Canada","Consumer goods","Fashion & Retail"
"1104","Karsanbhai Patel","$2.7 B","79","India","Consumer goods","Diversified"
"1104","Richard Peery","$2.7 B","84","United States","Real estate","Real Estate"
"1104","Gianfelice Rocca","$2.7 B","75","Italy","Pipe Manufacturing","Metals & Mining"
"1104","Paolo Rocca","$2.7 B","70","Italy","Pipe Manufacturing","Metals & Mining"
"1104","Wayne Rothbaum","$2.7 B","55","United States","Biotech investing","Healthcare"
"1104","Jeff Rothschild","$2.7 B","68","United States","Facebook","Technology"
"1104","Raj Sardana","$2.7 B","63","United States","Technology services","Technology"
"1104","Christiane Schoeller","$2.7 B","N/A","Germany","Publishing","Media & Entertainment"
"1104","Salil Singhal","$2.7 B","75","India","Agrochemicals","Manufacturing"
"1104","Alexander Skorobogatko","$2.7 B","55","Russia","Real estate, airport","Logistics"
"1104","Evan Spiegel","$2.7 B","32","United States","Snapchat","Technology"
"1104","Glen Taylor","$2.7 B","81","United States","Printing","Service"
"1104","Thomas Tull","$2.7 B","52","United States","Movies, investments","Media & Entertainment"
"1104","Bulat Utemuratov","$2.7 B","65","Kazakhstan","Mining, banking, hotels","Metals & Mining"
"1104","Gustav Magnar Witzoe","$2.7 B","29","Norway","Fish farming","Food & Beverage"
"1104","Wong Man Li","$2.7 B","58","Hong Kong","Furniture","Manufacturing"
"1104","Guangming Wu","$2.7 B","61","China","Medical equipment","Healthcare"
"1104","Zhu Yi","$2.7 B","59","China","Pharmaceuticals","Healthcare"
"1164","Ben Ashkenazy","$2.6 B","53","United States","Real estate","Real Estate"
"1164","Felix Baker","$2.6 B","54","United States","Biotech investing","Finance & Investments"
"1164","Julian Baker","$2.6 B","56","United States","Investing","Finance & Investments"
"1164","David Baszucki","$2.6 B","60","United States","Online games","Media & Entertainment"
"1164","Joesley Batista","$2.6 B","51","Brazil","Beef processing","Food & Beverage"
"1164","Wesley Batista","$2.6 B","50","Brazil","Beef packing","Food & Beverage"
"1164","Yvonne Bauer","$2.6 B","46","Germany","Magazines, media","Media & Entertainment"
"1164","Miriam Baumann-Blocher","$2.6 B","48","Switzerland","Chemicals","Manufacturing"
"1164","Cen Junda","$2.6 B","58","China","Pharmaceuticals","Healthcare"
"1164","Richard Chandler","$2.6 B","64","New Zealand","Investments","Finance & Investments"
"1164","Chen Zhiping","$2.6 B","47","China","E-cigarettes","Manufacturing"
"1164","Fernando Chico Pardo","$2.6 B","71","Mexico","Airport management","Service"
"1164","Ray Davis","$2.6 B","81","United States","Pipelines","Energy"
"1164","Maria Del Pino","$2.6 B","67","Spain","Construction","Construction & Engineering"
"1164","Deng Weiming & family","$2.6 B","54","China","Battery components","Manufacturing"
"1164","John Dorrance, III.","$2.6 B","79","Ireland","Campbell Soup","Food & Beverage"
"1164","Carl Douglas","$2.6 B","61","Sweden","Investments","Diversified"
"1164","Eric Douglas","$2.6 B","54","Sweden","Investments","Diversified"
"1164","Fiona Geminder","$2.6 B","58","Australia","Manufacturing","Manufacturing"
"1164","Stewart Horejsi & family","$2.6 B","85","United States","Berkshire Hathaway","Finance & Investments"
"1164","Hou Juncheng","$2.6 B","58","China","Cosmetics","Healthcare"
"1164","Zhenda Huang & family","$2.6 B","75","China","Construction","Construction & Engineering"
"1164","Dmitry Kamenshchik","$2.6 B","54","Russia","Airport","Service"
"1164","Alicia Koplowitz","$2.6 B","69","Spain","Construction, investments","Finance & Investments"
"1164","Adam Kwok","$2.6 B","40","Hong Kong","Real estate","Real Estate"
"1164","Henry Laufer","$2.6 B","77","United States","Hedge funds","Finance & Investments"
"1164","Louis Le Duff","$2.6 B","76","France","Bakeries","Food & Beverage"
"1164","Mark Leonard & family","$2.6 B","66","Canada","Software","Technology"
"1164","Li Guoqiang","$2.6 B","59","China","Auto dealerships","Automotive"
"1164","Li Yongxin","$2.6 B","47","China","Education","Service"
"1164","Peter Lim","$2.6 B","69","Singapore","Investments","Finance & Investments"
"1164","Lu Weiding","$2.6 B","52","China","Diversified","Diversified"
"1164","Sergio Mantegazza","$2.6 B","95","Switzerland","Travel","Service"
"1164","Hans Melchers","$2.6 B","84","Netherlands","Chemicals, investments","Finance & Investments"
"1164","C. Dean Metropoulos","$2.6 B","76","United States","Investments","Food & Beverage"
"1164","Hans Georg Naeder","$2.6 B","61","Germany","Prosthetics","Manufacturing"
"1164","Falguni Nayar","$2.6 B","60","India","Retailing","Fashion & Retail"
"1164","James Packer","$2.6 B","55","Australia","Investments","Finance & Investments"
"1164","Alexander Ponomarenko","$2.6 B","58","Russia","Real estate, airport","Logistics"
"1164","Nicholas Pritzker","$2.6 B","79","United States","Hotels, investments","Finance & Investments"
"1164","Alejandro Santo Domingo","$2.6 B","46","United States","Beer","Food & Beverage"
"1164","Steven Sarowitz","$2.6 B","57","United States","Payroll software","Technology"
"1164","Maria-Elisabeth Schaeffler-Thumann","$2.6 B","81","Germany","Auto parts","Automotive"
"1164","Leonard Schleifer","$2.6 B","70","United States","Pharmaceuticals","Healthcare"
"1164","Dieter Schnabel","$2.6 B","77","Germany","Chemicals","Manufacturing"
"1164","Michael S. Smith","$2.6 B","67","United States","Liquefied natural gas","Energy"
"1164","Julia Thiele-Schuerhoff","$2.6 B","51","Germany","Brakes, investments","Manufacturing"
"1164","John Tyson & family","$2.6 B","69","United States","Food processing","Food & Beverage"
"1164","Anna Katharina Viessmann","$2.6 B","N/A","Germany","Heating and cooling equipment","Manufacturing"
"1164","Jurgen Wirtgen","$2.6 B","57","Germany","Construction Vehicles","Construction & Engineering"
"1164","Stefan Wirtgen","$2.6 B","52","Germany","Construction Vehicles","Construction & Engineering"
"1164","Zhao Lixin","$2.6 B","57","China","Electronics","Technology"
"1164","Hongyi Zhou","$2.6 B","52","China","Security software","Technology"
"1217","S. Daniel Abraham","$2.5 B","98","United States","Slim-Fast","Food & Beverage"
"1217","Bill Alfond","$2.5 B","74","United States","Shoes","Fashion & Retail"
